Romance,Thriller,Fantasy,Science Fiction,Mystery,Non-Fiction,Historical,Horror,Adventure,Biography,ISBN
7,2,4,9,6,8,5,9,0,10,0071356347
7,5,0,3,5,9,0,9,4,2,0931432146
6,7,2,9,2,10,2,10,5,5,0062513958
2,5,8,10,7,10,6,6,7,6,0060534214
2,7,7,0,9,4,4,0,5,5,0060677007
3,5,5,0,4,1,6,8,8,10,0800619315
8,10,6,6,0,10,10,5,4,7,0385505914
7,10,3,0,5,9,0,4,4,2,0679460624
4,5,4,0,6,2,6,4,2,10,0877739811
5,0,5,3,3,4,8,0,2,10,0767910036
3,1,8,10,6,0,8,5,1,0,0679751114
5,6,9,5,6,5,7,1,8,8,0060916087
10,8,6,8,0,2,1,10,0,4,0800717880
0,2,5,5,2,3,6,5,10,1,0684852683
8,5,1,6,10,10,9,9,3,0,0140256792
9,8,10,9,7,4,2,3,2,9,0060557818
7,4,10,7,0,8,10,9,2,0,0140430253
2,1,6,9,3,6,2,5,6,6,0060007834
4,5,2,3,10,5,2,6,2,8,0375413065
3,1,5,8,9,9,1,3,4,8,0140291806
6,4,5,8,3,1,4,6,3,0,0805063323
7,4,9,1,2,9,9,4,10,3,1567510604
8,8,7,1,4,7,7,6,3,2,0743418220
7,7,9,4,2,4,3,7,1,10,0812519116
7,9,5,3,10,2,9,4,5,0,0316912123
0,10,9,2,1,0,10,7,0,9,0571117880
7,4,3,7,7,10,7,2,7,0,0312980191
3,4,5,4,4,4,8,9,9,2,0060088877
1,9,1,7,4,4,5,8,6,4,0316738956
4,9,8,8,1,6,9,0,3,1,0446613061
9,8,5,3,2,3,1,4,8,5,0142002488
1,5,8,3,0,1,4,9,6,7,0375502874
2,8,1,3,3,5,9,5,2,8,0060088575
10,4,1,5,2,7,2,4,3,3,0345455762
1,7,2,3,5,8,3,2,4,8,3518372742
0,4,10,3,4,6,6,6,0,8,0679772669
6,3,3,1,5,9,2,0,4,5,034531607X
10,4,4,9,10,7,9,0,7,10,0140390103
6,0,8,3,6,2,7,3,1,1,0140170987
7,7,0,5,8,8,1,7,7,3,0020633505
3,4,10,9,6,0,10,8,2,10,0312194552
3,6,4,4,0,1,4,1,0,9,0061059072
2,10,0,9,7,7,7,6,6,1,0140124454
8,6,4,3,7,4,5,3,1,6,0590414291
1,10,6,6,0,9,9,2,2,10,0140430571
5,10,2,8,4,5,5,7,9,10,0307301192
2,8,6,10,5,10,0,3,4,1,0679767800
0,1,7,9,5,9,1,8,7,3,0399141383
10,9,6,2,5,2,9,2,10,8,0385720114
5,7,3,3,7,6,4,1,5,0,0671015141
6,8,4,4,6,4,9,3,0,5,0679310045
8,3,9,10,3,4,5,2,8,0,0060193492
10,5,5,7,4,8,8,1,4,6,038097617X
1,6,8,7,9,8,3,7,8,9,0316121908
1,9,2,0,0,9,5,0,4,5,0439216486
8,5,3,0,5,6,4,5,9,7,0805053883
0,7,10,1,1,7,1,7,4,8,0439568390
8,7,8,6,7,5,8,1,2,1,185984457X
5,2,10,0,3,4,10,3,5,2,0064409945
9,5,9,0,5,7,9,7,0,6,0679722017
9,9,3,5,5,4,9,8,10,9,051512298X
7,5,3,3,8,3,6,5,1,4,1551663015
2,8,9,0,9,3,3,8,0,1,0373218435
0,0,0,2,10,3,9,1,0,4,0373218427
5,1,2,9,2,1,3,4,7,5,0060183705
8,2,9,8,10,10,3,7,9,6,0517207346
6,8,9,1,4,2,6,2,4,4,0345440013
1,10,0,5,0,8,9,4,0,7,0394557948
0,3,6,3,4,6,3,4,6,0,3462033360
2,0,2,10,1,4,9,4,9,8,0373250436
7,2,0,4,10,2,4,8,10,0,0806913975
0,8,2,9,4,8,10,4,2,8,0394553780
6,6,7,10,4,1,10,8,2,10,1576734641
1,9,9,4,7,2,5,8,1,7,0451155653
9,6,2,0,5,1,2,4,10,7,0345427653
1,5,0,6,3,0,8,8,10,2,0553264990
5,6,3,5,8,9,5,6,5,6,0451457269
0,5,8,10,2,5,3,6,6,8,1551667517
3,7,7,7,7,5,7,5,9,1,0192834029
2,5,6,3,0,3,5,7,3,9,0671013955
0,4,6,5,2,6,3,4,10,6,0802131808
1,3,3,5,10,6,3,9,0,0,0373285000
4,0,2,8,2,2,8,4,7,9,0425175162
8,5,6,6,6,3,1,1,6,9,0060502290
6,9,6,7,2,10,4,5,7,7,0060503505
9,2,3,5,3,9,3,4,9,6,0060009012
1,1,9,8,3,4,2,1,9,7,0312905114
3,0,5,5,1,1,7,10,6,1,0517702967
9,0,10,7,9,1,4,5,9,0,0425140601
1,9,3,1,10,5,3,10,2,5,0373222610
8,7,1,2,1,9,6,8,0,10,0375706623
2,5,3,9,9,0,8,6,10,6,1591822548
0,8,7,10,9,4,3,0,8,7,1591160537
1,3,3,6,2,7,10,6,9,3,0744000696
8,5,2,6,5,7,4,5,0,7,093825636X
0,2,1,5,7,7,6,6,7,4,006096975X
2,1,2,10,10,2,6,0,6,5,0393315088
10,9,1,9,0,8,1,3,8,8,0451184742
10,0,1,1,1,7,7,9,7,3,0743222121
7,6,7,0,2,9,5,0,3,8,0425179826
6,0,5,5,1,5,9,1,7,6,0312072376
5,9,5,8,8,9,9,1,2,9,0373078358
6,10,9,8,5,10,0,10,6,10,0373258860
0,4,8,9,10,9,8,0,5,2,0373258704
8,2,1,7,2,4,5,9,9,0,0373226012
6,10,6,4,8,10,1,4,1,1,0373227043
10,8,6,3,10,7,10,10,3,0,0451172264
9,2,9,0,1,1,6,3,9,8,0451199693
1,8,5,9,7,6,10,7,8,7,0373259557
5,7,7,1,1,10,0,9,1,6,0061020400
10,2,3,3,3,1,10,5,0,4,0671026828
1,8,1,5,3,5,1,1,6,2,037361375X
2,6,7,6,2,2,6,2,1,6,0373613695
2,4,6,1,7,1,3,3,7,10,0373291191
0,8,5,3,5,5,8,10,3,7,0373613741
0,5,4,2,3,7,10,10,9,10,0373225008
1,7,6,0,1,6,10,10,2,1,0380795558
0,6,2,5,9,7,5,6,10,5,0380810662
6,4,8,2,5,8,0,4,3,8,0380817195
10,10,0,3,0,2,3,0,4,5,0718145380
0,9,10,9,3,3,0,1,10,9,0553275607
4,1,2,8,4,0,4,2,0,2,0553276662
10,5,9,4,0,10,1,4,8,10,0553298542
4,4,0,4,7,8,9,2,3,6,0060161647
6,0,10,5,8,4,7,10,9,10,0385317018
8,9,9,2,0,1,4,9,6,10,0679442588
5,3,8,10,3,2,10,4,3,1,0312955901
2,6,1,0,1,7,7,9,1,5,0446697524
10,10,10,6,0,6,10,7,8,7,0140620648
2,7,2,5,3,6,7,9,5,9,0002726874
3,7,6,9,7,9,6,2,2,8,0767904435
6,0,2,10,0,5,1,6,7,5,000223257X
4,9,3,8,7,4,0,7,7,6,0140131671
6,7,0,2,3,10,5,9,9,8,0060929375
3,5,8,8,5,4,2,4,2,4,0812568710
9,9,0,5,6,1,2,9,8,7,0380705788
3,10,7,10,7,5,0,1,3,3,067160371X
1,8,1,5,4,3,5,3,8,10,0515123471
9,6,2,9,3,0,5,1,3,4,0380805901
7,2,5,0,8,0,1,0,7,3,0064410188
1,6,7,8,4,2,0,7,5,4,0684820862
6,4,10,3,4,10,6,10,5,9,0064402010
9,10,8,9,1,6,0,7,3,7,0859249336
7,3,3,4,6,5,0,5,2,8,0553404350
2,8,4,9,7,8,8,6,9,0,0140434011
7,6,3,5,9,1,3,7,3,9,0330351923
3,3,9,8,10,1,6,2,3,0,0140039589
2,1,9,6,5,0,10,7,8,0,0515138096
4,6,1,5,7,7,9,9,7,5,0446522651
5,10,2,1,4,8,3,4,5,10,1853262374
5,3,3,7,4,10,4,8,3,6,0345452372
4,8,7,7,9,9,2,8,7,2,0062508164
9,0,4,3,7,5,9,4,8,5,006250939X
10,10,10,10,2,5,10,3,4,5,0062509446
8,2,0,1,7,3,6,1,10,9,1573240109
7,9,8,6,9,10,0,1,8,9,0553102338
6,10,2,4,0,9,2,10,3,3,0345381416
6,4,8,6,1,10,10,7,10,1,0064405443
6,4,9,5,10,3,4,4,6,10,0064405451
3,4,3,3,7,10,4,8,4,7,0515114499
2,6,0,4,1,7,5,4,2,0,0671865099
9,9,9,10,9,7,10,4,8,10,0515118397
6,0,10,0,6,10,6,8,1,6,0060509066
1,9,9,1,4,8,8,9,0,10,0895948710
6,9,9,2,9,9,0,1,5,9,031203024X
1,1,3,2,7,7,5,3,6,8,0394564448
1,5,6,0,5,7,6,1,1,3,0380701316
4,4,10,1,6,7,1,3,10,10,0441005322
2,3,4,5,1,9,5,8,10,7,0515090204
0,8,10,9,10,1,10,0,5,0,0525946772
5,1,10,6,6,3,1,10,6,0,045303053X
10,10,1,1,0,8,5,2,5,6,0964490234
2,3,9,0,5,5,8,1,4,4,0533144086
6,4,9,3,9,1,7,4,3,8,0688034276
1,2,7,10,3,8,9,9,9,9,0517569035
8,9,8,0,5,9,5,7,6,6,042513329X
1,10,3,0,10,10,6,3,8,5,0451197615
5,8,7,5,5,5,3,4,2,8,0425180727
10,1,10,6,0,9,6,1,4,0,0440204704
4,10,3,0,0,6,2,9,8,8,0876902794
9,10,8,0,3,0,0,8,4,0,0142301876
10,2,6,1,3,1,8,8,6,6,0553131796
1,9,7,0,7,4,3,9,1,2,0684869136
9,1,10,3,2,4,6,8,4,7,0393057755
1,5,7,8,10,3,3,6,3,4,0312044194
1,1,10,9,4,9,9,1,5,5,0375506179
7,0,6,6,8,3,6,5,3,9,0553581406
7,2,7,4,3,2,9,6,6,5,0451181301
2,8,10,1,2,0,6,1,9,7,0899191401
8,10,1,5,10,0,7,4,8,2,0312262477
1,6,10,6,9,4,6,5,8,2,0060507365
3,8,9,7,9,5,2,8,8,10,0553264435
5,1,6,8,8,2,1,4,10,9,0140012729
6,2,3,9,1,10,9,1,6,1,0399144331
0,3,5,9,9,3,0,0,8,0,0671878719
6,10,6,0,0,5,7,6,5,9,0486264564
2,10,6,5,7,3,8,0,6,8,0345327225
9,0,9,2,6,8,0,5,10,1,0373872313
4,6,6,9,6,3,5,10,9,5,0373872267
6,8,5,9,0,7,1,2,4,5,0373872127
6,3,2,8,3,8,8,10,2,2,0373264577
10,7,0,5,5,8,1,7,6,1,0140296301
0,3,1,2,1,8,3,0,7,3,0312269579
9,10,10,7,7,8,9,6,3,1,0345425588
5,3,5,7,2,0,4,2,5,2,0380793261
0,8,4,1,1,10,8,0,9,2,0307201031
9,10,6,0,1,5,8,8,7,2,0449147010
1,0,10,10,8,4,2,9,9,10,0743400836
4,10,2,8,0,0,2,5,10,1,037325038X
0,7,10,9,8,9,0,2,4,6,0385337574
9,3,5,0,3,7,4,7,0,9,0440222699
8,3,8,7,7,1,2,9,8,2,0395911532
7,4,6,3,7,3,4,0,9,7,0061008737
6,10,4,5,0,7,8,10,4,9,0684869241
6,9,3,5,1,3,4,8,8,7,0060195827
3,5,6,0,0,3,2,9,3,8,0743403436
1,3,6,1,7,9,3,8,0,6,0786865342
0,10,9,10,8,9,9,0,2,6,0061092886
0,4,5,2,5,3,5,5,3,0,044100069X
2,10,9,6,1,3,5,4,5,4,0345409639
8,10,1,3,0,6,0,5,9,9,1576730824
8,1,0,10,10,10,9,2,5,6,0743213165
10,7,3,7,6,10,7,4,9,6,0373123655
3,0,2,9,8,10,3,4,2,10,1590522745
5,3,4,10,6,6,8,1,3,7,1565075331
3,2,9,5,2,1,8,2,0,8,0155625128
4,6,1,0,5,4,9,5,1,6,0801820103
0,10,7,6,6,5,9,4,8,2,0373834640
8,4,7,10,2,6,9,3,4,3,0717287017
8,6,5,5,10,9,6,4,9,2,0345350588
10,10,2,6,10,9,0,3,9,7,0375806113
3,0,4,0,8,7,6,4,3,6,0316135070
2,7,4,4,0,9,10,7,6,0,0671872656
3,3,8,9,1,3,9,2,9,4,0061062995
6,4,4,3,8,5,9,5,10,5,0821728083
5,0,10,5,3,1,5,0,0,4,0060283130
5,1,9,7,3,3,9,4,9,3,0307010368
10,4,9,2,7,5,7,4,6,9,0307001148
6,5,9,3,5,8,10,3,5,5,0736413421
2,3,2,2,9,3,3,5,3,5,0307006441
1,3,1,7,8,6,5,7,3,9,0064403475
10,1,3,4,8,4,8,8,7,4,0609609769
1,4,10,0,7,1,6,10,1,10,0446400300
4,9,6,5,4,5,1,9,0,0,0590108409
7,2,10,2,8,5,3,3,6,5,0345401956
1,8,1,7,3,9,0,0,8,3,0060172940
0,2,2,6,5,7,6,0,2,8,0671674900
3,10,10,2,4,7,0,1,6,0,1589196635
10,4,9,7,5,2,6,2,4,6,0060263954
1,9,3,1,6,2,8,10,5,0,0679883886
9,7,6,0,2,2,2,6,5,10,037322639X
1,4,5,1,0,3,3,3,0,2,0312931735
6,3,1,7,10,0,8,4,1,3,0060194804
2,6,5,10,10,8,3,2,6,5,0425192938
4,9,6,4,8,3,0,9,4,0,0805055800
0,0,0,7,1,8,6,10,2,8,0140150749
3,6,2,4,3,5,8,4,0,4,0380709171
4,8,7,4,4,1,8,10,3,6,0140076875
9,5,4,10,10,4,6,1,8,1,0393315118
8,10,3,9,10,9,5,0,4,5,0373109709
8,8,8,2,3,7,7,1,7,6,0373223404
8,4,1,4,1,4,8,6,6,0,0060915153
8,5,6,1,0,10,3,8,8,10,0375404120
2,0,1,8,8,0,8,0,9,3,0140158502
4,7,4,4,3,8,7,8,6,6,0156005328
4,9,0,5,9,5,9,3,1,0,0439188776
2,10,8,0,4,9,5,8,0,4,030712634X
0,1,1,10,4,9,3,5,4,1,0307302628
8,9,7,8,10,5,4,4,1,10,1562920979
3,1,1,7,3,3,6,3,8,8,0553103733
2,5,6,2,3,0,10,8,6,9,0064472809
6,8,5,7,4,7,9,0,2,3,0064408426
10,8,7,7,1,6,2,5,3,5,0316713732
3,2,1,3,9,1,6,0,10,0,0842332308
4,6,0,3,4,1,6,3,7,0,0061097934
9,0,0,3,0,4,5,6,7,7,0590956183
1,3,6,8,8,10,2,6,3,8,038531437X
6,5,8,6,10,7,10,4,3,0,1558172289
7,5,3,2,4,3,10,10,6,5,0671793632
2,9,10,0,6,4,0,0,5,3,0060392096
7,1,3,7,7,4,2,3,2,10,0373243030
1,3,8,5,3,0,6,1,5,9,0373708343
0,6,3,10,2,9,6,2,7,10,0786880872
3,2,6,6,8,9,6,5,2,3,1551091429
7,5,8,7,7,10,9,9,6,9,0771061986
10,0,4,6,9,8,3,7,0,3,1556612273
3,1,10,10,2,2,8,6,1,8,0195404963
7,5,5,1,2,5,2,10,10,6,1556611110
4,3,7,10,10,1,2,9,3,9,0312266324
5,4,4,6,7,5,2,3,0,10,0066210232
4,9,7,2,9,3,3,5,8,9,0312876491
2,3,5,5,6,0,8,1,3,2,0552995274
2,10,4,6,6,6,2,8,5,10,0006550193
10,9,10,7,0,3,6,8,2,10,0312194722
5,7,10,2,5,8,8,5,4,0,0140103805
2,2,3,4,10,7,10,8,6,9,0553148966
5,2,8,9,0,8,2,8,9,0,0060012358
7,5,8,3,4,5,8,5,8,1,0812538986
3,2,3,0,1,3,9,3,4,8,0440171857
0,7,2,8,10,7,7,8,3,4,014038006X
6,1,6,2,5,5,5,9,1,8,0140505660
7,6,10,8,3,1,3,9,10,2,067940676X
1,1,7,4,5,7,6,6,6,10,0140112952
10,6,7,0,2,0,7,1,6,5,0451521579
10,0,5,8,2,6,3,0,6,0,0553213059
10,3,8,4,6,6,2,10,7,0,067179566X
3,9,3,1,5,0,2,8,9,5,0671797468
1,8,1,6,0,4,6,2,3,4,0448089033
2,5,2,7,6,0,1,3,4,10,0380710404
9,10,3,3,8,3,3,3,1,7,0440214920
3,4,7,3,4,4,5,6,2,9,0380774771
10,2,8,0,9,7,9,2,4,2,0425162486
9,0,9,4,7,4,3,8,0,4,0373097441
0,5,9,8,10,1,3,7,2,6,0440223989
6,1,9,3,0,7,9,9,8,0,0029256208
10,6,0,0,8,9,9,5,0,6,1877733075
2,9,3,3,7,0,7,8,10,6,0812517059
0,6,5,4,4,0,5,3,0,7,0140442413
7,10,3,6,2,7,6,4,4,8,0385491069
5,5,1,10,4,3,9,2,8,10,0345421620
6,3,8,8,6,4,8,6,8,10,0425057739
2,10,8,0,4,1,0,2,6,2,0679411607
9,9,10,8,2,10,5,1,7,9,0380755467
4,1,6,2,4,10,8,0,1,4,0684871904
3,0,6,8,0,7,8,1,0,5,055325278X
6,1,4,4,6,10,0,9,7,4,156718443X
2,8,10,2,6,9,6,9,7,9,0385605145
7,3,0,3,5,9,10,5,5,6,0312848803
10,0,9,0,6,3,5,5,8,1,0006490603
3,3,6,0,4,10,3,1,4,8,0688046134
7,8,6,9,6,1,2,10,9,7,3612650025
10,1,6,5,9,3,10,3,2,5,3442425972
2,8,3,3,1,1,6,4,2,5,0515125490
5,0,2,4,10,10,6,3,7,2,0393039765
5,5,8,3,6,9,0,10,0,1,0399147314
3,5,3,5,1,8,10,2,6,0,0380809362
7,3,10,4,6,2,8,8,7,0,0553277375
1,1,2,1,0,10,4,5,6,9,0590568876
6,1,6,1,1,5,5,7,4,4,0375810684
9,0,3,0,9,4,7,0,2,0,0804110387
5,9,0,9,2,4,4,1,2,8,1857326857
0,0,1,7,5,3,6,5,8,5,0824515617
1,2,8,6,5,4,2,3,0,4,0373099525
6,1,10,7,9,5,9,2,1,7,037327047X
3,6,6,9,8,9,7,7,6,9,0312973098
4,8,10,6,10,2,5,2,5,7,0373116926
8,1,5,2,6,10,3,4,9,5,0881500208
10,7,1,3,10,3,5,3,10,4,0373033362
4,7,3,5,6,7,8,9,7,3,2070422402
3,9,10,4,2,1,1,8,7,5,0373760582
8,4,9,0,7,2,8,10,0,2,0226097862
0,0,5,3,9,3,4,2,1,9,1587170213
7,10,6,9,3,1,8,7,3,10,0440566967
4,9,5,3,1,4,10,0,6,8,0061040797
2,5,8,10,3,5,2,8,6,6,0152046151
3,5,10,10,7,5,5,3,7,9,0821744062
7,8,5,1,3,3,7,4,3,7,0345428692
2,1,3,10,0,0,4,10,0,3,0811824152
7,7,1,2,2,0,10,2,7,5,0316286850
4,9,8,6,5,4,4,9,8,9,0553129015
5,10,3,3,3,10,5,0,8,1,1578565634
1,4,10,3,2,4,6,9,1,5,0373058659
3,1,0,7,4,9,1,7,2,6,038056176X
1,6,3,9,0,4,3,7,0,1,0373292384
4,9,9,1,10,0,5,9,3,4,0373292090
2,9,5,3,5,4,10,1,3,1,0310213274
4,2,5,10,4,1,9,10,7,5,0316155306
8,2,10,3,10,7,6,7,8,7,8807810212
7,5,10,1,6,3,2,3,3,2,0441003443
8,2,1,0,10,0,4,4,8,3,0451124995
4,5,9,6,8,5,0,7,1,8,0425064115
10,6,6,9,9,4,7,9,0,2,0446909912
8,0,10,7,5,9,4,5,10,4,0515118362
8,1,9,5,3,2,4,1,2,6,0449205436
0,1,2,9,6,3,7,7,0,4,082173766X
0,6,3,7,7,8,10,5,6,6,0312923120
4,6,8,10,3,1,7,6,5,6,0312958803
2,5,9,6,6,4,2,1,6,3,0747546487
1,7,1,5,3,8,4,3,7,2,0399123040
8,7,7,9,4,0,10,9,8,1,051770319X
0,5,0,9,9,9,6,6,0,9,0140621318
4,2,10,1,10,4,4,1,5,6,0515123854
0,2,3,1,9,10,4,3,10,1,0812584325
10,0,7,1,3,9,4,1,9,8,0425192032
1,5,6,5,10,10,3,0,1,9,0140046569
9,5,7,2,6,8,3,10,6,6,0671738682
9,8,2,10,0,7,3,1,4,3,0201490889
0,6,3,7,8,7,0,7,4,0,0061020664
8,8,6,6,10,0,8,0,6,8,0345409272
8,4,5,1,1,9,8,0,9,4,0446342106
6,9,5,5,5,7,6,4,9,1,0060281278
9,5,9,4,3,9,10,4,8,1,0892540141
5,10,8,9,4,10,5,9,3,4,0394869354
7,0,0,9,3,9,2,4,10,9,0345396553
7,0,4,4,1,4,7,9,6,1,0441552773
5,9,10,10,0,9,9,2,10,10,0440183677
5,8,0,5,1,8,1,2,1,10,002411510X
3,3,9,0,7,4,7,5,1,6,0553267612
9,8,6,10,4,3,10,7,5,4,059042503X
6,10,2,8,3,3,7,5,10,0,0590477846
1,8,5,6,10,8,2,4,4,9,0553251112
6,1,3,10,3,7,9,2,1,8,0688017614
10,3,8,5,0,10,2,6,8,7,0440408520
4,7,1,2,7,8,9,7,3,5,0345295161
10,4,3,8,9,2,0,6,9,7,0345331966
10,2,2,5,1,5,4,6,8,8,0061056677
0,6,2,3,1,0,9,2,9,8,0812531256
0,2,10,4,2,3,3,0,5,10,0886776066
6,6,5,6,2,4,6,9,4,9,0345278313
1,5,6,10,1,9,7,4,10,7,0553286005
2,1,6,4,4,7,8,7,9,1,0316107387
9,10,6,10,4,6,2,3,6,1,0399143904
1,0,0,0,5,4,9,7,4,0,0060166789
7,5,7,1,9,7,5,0,0,9,037380508X
4,6,3,9,4,9,2,1,1,4,0957780036
3,1,4,9,8,7,8,8,7,8,1556614594
3,7,1,8,8,10,2,5,6,2,0373763980
4,0,10,2,7,2,7,8,5,6,3216302873
5,7,6,9,0,2,2,2,3,0,3257062001
10,1,4,10,5,8,1,8,6,8,340414709X
3,6,0,7,6,6,1,9,8,10,0449221121
7,0,10,0,4,1,0,9,10,7,3785707657
3,1,4,10,5,7,6,6,0,2,3426617048
2,6,1,9,6,8,0,1,10,5,3404145151
1,1,4,6,3,5,2,3,3,3,0449003132
0,3,3,5,8,9,5,5,6,6,3426615177
0,7,0,8,3,8,7,8,5,8,0471308412
3,2,2,7,1,5,8,8,7,7,096480431X
0,10,6,0,8,2,0,7,6,1,0440505828
6,4,6,9,6,1,1,6,2,3,0140313486
6,1,1,8,10,0,2,9,3,4,0471237124
2,8,4,6,10,6,10,8,1,2,329300301X
3,7,0,8,4,3,7,8,2,3,2020239264
0,2,9,4,7,0,0,2,8,8,3442450365
0,3,7,1,3,6,6,4,6,5,2253148008
1,8,4,1,5,9,4,1,9,9,2070753557
6,9,1,6,5,3,3,5,8,9,0871136112
5,5,10,0,4,0,10,8,9,3,046504512X
1,8,5,10,9,2,1,5,9,5,3453082486
8,4,10,8,4,1,0,8,9,6,8429715304
2,5,9,3,8,1,10,3,0,6,0764551469
3,4,0,1,3,1,0,9,0,5,0140277447
1,2,4,2,5,6,9,5,1,8,0451528921
1,5,8,8,1,8,7,6,10,7,0553299247
9,7,0,8,5,0,0,6,9,1,0671795872
5,4,4,9,5,10,7,4,7,4,0590417843
9,5,7,1,6,2,8,9,6,2,0843733985
7,9,1,9,7,6,4,3,10,9,0786861541
9,0,3,5,5,1,8,0,3,3,3596149924
1,7,10,1,1,1,0,4,10,3,0062553895
1,0,0,1,0,8,1,2,8,4,3463007924
7,6,5,1,3,8,6,2,5,7,0373708483
7,7,7,9,5,10,9,10,2,8,0060930934
2,3,9,0,1,5,0,8,7,1,0151008884
1,7,10,7,0,4,10,1,0,2,0062554468
2,9,8,9,0,10,1,8,4,8,0767905318
5,9,9,2,7,8,1,8,3,7,0140156046
4,5,3,4,0,2,3,0,2,3,1561840017
8,2,10,2,3,8,8,0,7,9,1561708070
0,1,9,10,4,10,10,5,1,9,1562827693
4,2,6,0,4,2,10,1,2,9,086171315X
3,10,1,1,2,1,5,1,0,7,2070381315
9,3,1,3,10,1,10,4,6,5,0452267625
1,10,3,7,6,6,3,0,6,5,0441008283
7,10,4,7,9,10,7,8,0,2,0553256173
10,5,3,7,9,0,4,3,0,9,8831762621
5,9,2,10,10,4,5,3,9,9,8817664227
5,6,1,6,6,1,2,2,0,0,0679418334
9,10,5,8,8,10,0,6,5,3,0345433254
10,2,8,9,4,7,3,3,5,5,0446677086
2,1,10,8,1,8,10,7,10,9,0553342533
6,4,2,1,10,7,1,7,4,8,1880418568
3,7,10,6,7,4,1,6,2,9,067103992X
9,9,10,9,1,2,3,9,10,6,0345396359
9,0,5,5,7,1,1,0,2,6,0563214546
7,6,8,7,7,10,1,0,5,6,1898660093
5,6,7,1,0,9,7,7,7,9,0571214940
6,1,3,8,7,3,7,9,5,10,0380705354
8,0,5,10,3,2,4,9,10,7,0515125512
10,9,5,0,5,6,5,2,10,8,0965664791
9,9,3,4,4,2,1,7,6,4,0307628817
0,9,0,7,3,3,8,1,4,5,0307127923
5,9,2,9,5,9,9,4,7,3,0345284259
9,9,2,5,9,8,7,9,7,2,0060977027
0,2,2,5,2,1,8,5,4,2,0060188707
6,6,3,9,1,1,7,3,6,2,0425188442
8,9,8,6,6,0,9,7,1,7,0373262485
10,1,0,10,7,3,10,9,5,9,0394748646
10,9,0,8,10,6,4,5,2,8,0553088467
1,9,0,0,9,1,5,5,8,9,0062508113
3,7,3,2,3,0,8,10,4,6,0312182619
2,4,9,3,6,4,1,2,7,2,0064440419
6,4,6,9,8,6,5,0,3,7,0140505598
0,5,1,8,7,8,8,1,1,8,0307100278
1,3,1,0,10,9,6,10,4,2,0816724199
7,4,0,8,4,2,5,7,1,10,0689314531
2,6,1,10,10,4,8,6,2,1,0553572857
9,8,8,8,9,2,0,8,6,1,0380777150
5,10,8,7,10,5,5,7,8,7,0671578286
0,1,5,7,3,3,1,9,0,9,0399140832
8,6,8,1,9,4,1,9,6,8,067153307X
2,0,3,3,10,5,4,4,8,10,0440185335
0,7,7,10,7,2,9,7,1,7,0130859109
7,2,3,8,8,9,8,9,5,0,0451204212
7,8,7,0,5,8,8,6,6,3,0375719709
6,9,4,10,9,4,0,1,8,1,0312873301
9,10,1,8,2,1,6,8,10,5,0345375165
6,2,10,2,7,6,4,5,8,2,0449149056
2,10,5,10,7,4,0,2,7,3,078144165X
8,5,9,3,3,9,4,6,6,9,0877796203
6,4,8,1,7,9,7,2,4,7,0375752153
9,8,6,3,3,2,10,7,5,9,0394582586
5,9,9,8,10,2,3,2,2,0,0679442758
9,5,8,4,9,1,9,3,5,6,0374267812
6,3,9,9,4,3,9,5,10,6,0374106452
1,9,2,10,7,6,0,3,4,2,0060093463
3,9,9,9,6,7,8,1,3,0,0373245211
2,7,6,7,10,5,4,9,8,4,037376460X
8,3,4,0,5,2,10,9,1,5,0373243294
0,8,4,6,10,9,8,8,6,3,0373708203
3,6,7,6,10,9,3,3,7,8,0373790880
6,2,9,0,4,5,10,8,4,0,0061008273
10,10,3,1,3,6,8,2,2,10,0767905288
3,6,5,4,3,7,3,2,6,1,0307440729
3,7,3,9,6,1,10,4,3,8,0812928598
6,8,10,9,6,1,1,1,4,0,0373764324
6,1,3,8,7,9,1,3,3,1,0373286422
1,4,10,3,7,3,7,4,0,8,0449703401
7,0,2,2,4,6,0,0,9,5,0373169051
4,2,2,3,10,9,1,8,3,9,0312975139
2,9,10,6,8,1,5,4,0,10,0451527453
6,0,9,8,3,7,0,4,2,3,0895298163
3,7,9,9,2,0,4,1,10,5,0066209625
3,8,6,1,6,9,7,2,2,10,0060212497
1,0,2,9,10,6,10,8,8,5,068981755X
5,10,4,1,6,0,5,3,2,10,014044694X
0,5,6,10,0,10,0,6,10,5,0809594358
6,7,7,8,8,6,8,5,8,10,0312873123
1,10,1,5,2,1,7,6,7,5,0307130754
8,8,1,9,4,8,2,4,7,1,0060554185
5,10,3,5,2,5,6,9,2,4,0373483546
7,1,6,0,6,0,3,3,4,1,0312959443
10,5,5,7,9,0,3,1,10,7,0140094547
3,7,1,3,8,4,5,9,8,8,0425159841
6,10,1,6,8,1,6,6,2,5,0743422007
7,9,7,2,5,1,1,7,10,9,1400032016
4,4,10,3,10,9,3,7,2,10,0785325271
2,7,2,1,10,4,10,2,5,10,0064407357
6,2,8,9,0,6,3,6,8,8,0064406105
0,9,3,6,9,5,8,6,2,6,0684851369
9,4,1,9,2,5,5,6,5,8,0156628635
4,4,7,7,0,2,5,5,0,1,1567310052
9,6,0,9,4,0,5,6,7,2,0525938575
2,10,0,2,4,5,2,3,4,4,0345429184
8,7,0,1,4,2,6,10,5,1,0002005050
7,4,5,7,5,9,2,6,3,5,0151006857
5,10,4,0,7,9,1,3,2,5,0517072467
