Romance,Thriller,Fantasy,Science Fiction,Mystery,Non-Fiction,Historical,Horror,Adventure,Biography,User-ID
28,29,34,36,32,28,23,32,34,24,98787
34,37,33,54,25,39,55,40,37,70,98904
32,45,7,36,34,41,32,50,51,63,98930
39,52,51,44,31,37,46,40,36,60,99032
0,0,0,0,0,0,0,0,0,0,99227
25,20,20,35,20,35,35,0,15,40,99312
100,80,0,0,20,20,90,70,90,0,99347
24,47,78,68,66,78,45,26,47,22,99441
31,6,46,22,38,48,32,46,31,21,99630
64,41,46,22,18,19,58,30,31,37,99720
0,45,10,25,10,20,40,5,50,5,99955
9,19,18,18,9,9,25,3,12,6,99996
31,32,39,46,29,36,31,25,13,7,100009
45,37,46,63,49,90,47,9,76,29,100088
35,14,70,28,21,7,42,28,42,56,100227
20,70,70,100,60,10,40,50,90,30,100264
16,12,6,14,18,2,14,18,10,12,100345
55,38,58,26,58,31,48,53,68,3,100459
46,27,35,52,35,51,40,34,52,27,100578
41,32,42,47,38,18,44,54,31,58,100644
35,56,0,63,35,0,35,7,49,70,100648
28,33,42,28,25,44,29,28,36,30,100782
33,46,43,27,21,43,17,50,26,46,100846
28,54,36,40,30,47,53,39,42,39,100906
36,28,56,64,32,40,52,48,8,56,100984
28,63,63,70,7,28,21,0,0,0,101141
36,55,38,33,28,41,27,28,31,20,101209
68,47,60,36,12,49,57,52,57,58,101304
38,40,26,35,36,26,37,46,25,30,101305
0,20,0,0,20,10,45,10,50,30,101517
2,29,17,45,21,5,28,22,12,35,101550
38,39,42,38,38,18,43,55,28,32,101606
25,51,39,26,55,37,36,26,42,60,101620
50,30,40,100,60,90,100,80,30,90,101666
42,42,16,88,55,42,60,71,43,36,101731
47,47,52,23,34,55,42,48,45,62,101851
72,40,48,16,48,56,72,40,72,64,101876
55,53,46,36,27,64,50,41,55,67,102154
35,14,42,42,49,7,56,28,56,63,102164
30,9,6,21,27,0,3,18,9,21,102196
40,14,44,31,73,51,34,40,46,52,102275
45,61,65,43,39,12,27,66,59,39,102359
63,21,49,28,70,63,63,49,35,63,102375
17,14,9,60,34,48,8,32,24,40,102532
51,36,36,24,21,48,20,5,16,32,102642
42,33,18,30,44,43,55,35,36,33,102647
65,77,37,67,55,42,37,70,50,70,102702
0,0,0,0,0,0,0,0,0,0,102705
25,13,18,25,18,13,21,17,3,25,102899
25,13,18,45,20,26,17,34,40,36,102967
20,45,40,0,20,30,20,45,50,30,103144
33,34,27,55,19,30,22,40,23,34,103336
28,0,28,63,49,42,70,14,56,70,103541
65,48,33,47,51,33,45,45,41,32,104058
9,0,36,54,27,27,90,18,45,63,104098
35,50,67,35,34,45,40,40,33,23,104113
13,76,40,36,67,49,67,45,31,45,104144
54,45,18,27,27,3,33,24,27,33,104168
42,62,45,62,24,40,75,38,55,50,104211
15,0,50,30,35,10,25,5,30,35,104243
81,36,18,36,27,72,45,81,9,0,104268
24,26,69,58,42,31,78,45,64,7,104278
6,24,0,36,0,0,24,36,12,36,104362
76,66,56,60,40,33,73,46,40,43,104399
50,37,29,41,42,26,24,23,46,29,104413
63,56,76,93,30,56,30,40,53,56,104429
50,50,25,35,50,15,25,15,10,60,104505
63,36,81,9,18,81,81,36,90,27,104604
42,46,30,53,41,39,32,43,55,42,104636
42,31,70,63,47,41,20,26,19,46,104657
31,23,48,26,22,40,33,48,20,14,104665
45,0,48,49,11,36,63,53,55,26,104812
36,50,29,34,13,56,28,10,44,28,104880
31,60,60,46,0,56,37,44,27,33,105028
31,49,28,24,36,48,13,15,51,28,105054
0,2,7,0,25,12,10,15,12,5,105058
47,7,17,10,20,7,40,7,12,30,105100
10,60,50,50,0,0,30,90,50,100,105108
2,18,14,9,9,11,16,2,4,21,105187
49,45,35,49,37,29,52,58,26,57,105214
10,20,70,70,60,50,80,30,0,70,105221
18,24,3,12,24,24,15,18,24,27,105295
27,36,36,51,8,57,34,57,43,18,105374
90,100,50,0,20,90,10,100,80,40,105476
0,90,45,18,45,72,45,63,45,45,105517
48,24,24,60,18,48,42,18,18,6,105536
0,0,0,0,0,0,0,0,0,0,105562
54,12,42,18,24,12,24,60,36,12,105627
5,0,5,7,3,3,2,4,11,0,105745
38,17,33,26,23,15,16,27,32,32,105795
40,23,46,53,30,50,61,50,62,43,105937
20,47,15,32,32,22,22,25,20,30,105968
37,31,29,32,38,30,45,44,22,51,105979
37,67,56,40,42,28,46,46,44,16,106007
10,4,5,5,1,2,12,0,2,5,106028
6,3,32,17,17,11,16,19,19,22,106173
25,0,15,20,50,10,40,0,25,25,106225
51,18,31,33,27,58,46,17,21,20,106280
0,0,0,0,0,0,0,0,0,0,106331
24,48,57,7,61,67,34,62,39,66,106768
75,58,27,24,51,74,37,45,42,55,106849
56,48,32,80,0,56,32,16,8,16,106893
49,27,36,27,42,36,12,49,36,27,106988
35,50,30,23,33,35,46,31,35,27,107021
72,64,72,16,56,8,16,8,0,8,107044
32,45,4,43,51,35,51,38,56,40,107244
17,7,32,45,46,43,27,15,19,38,107258
31,24,23,20,36,53,18,26,27,32,107301
35,38,62,35,36,31,31,26,41,56,107326
53,65,32,12,67,32,64,25,29,46,107453
13,13,18,19,15,30,17,27,18,17,107510
15,15,14,25,20,19,20,22,6,14,107645
36,6,54,18,0,42,54,54,48,0,107718
27,17,27,7,35,12,27,32,15,25,107784
40,18,9,67,9,36,58,58,13,45,107865
11,19,41,53,29,28,48,34,48,27,107921
58,44,32,29,39,42,20,50,33,26,107951
56,28,42,56,21,56,0,35,7,49,108005
46,33,11,45,40,62,20,28,14,0,108155
56,41,45,18,35,54,40,47,28,37,108243
35,50,46,47,75,55,30,35,50,44,108285
44,40,29,41,22,47,7,37,26,57,108336
8,53,46,62,20,23,44,55,36,35,108352
21,16,5,29,23,7,25,18,31,3,108379
31,34,28,44,23,27,38,30,42,46,108405
56,49,63,63,0,7,35,63,28,56,108480
0,0,0,0,0,0,0,0,0,0,108600
30,20,50,80,40,60,60,60,80,10,108752
22,49,27,27,76,49,72,9,76,58,108773
39,26,56,23,41,47,53,43,59,21,108799
8,56,40,24,8,24,16,24,24,80,109040
0,0,0,0,0,0,0,0,0,0,109247
0,45,20,10,15,15,25,45,30,30,109427
55,42,42,32,32,40,35,28,53,55,109461
32,35,40,21,37,41,42,51,24,28,109491
50,60,60,40,0,100,80,50,80,100,109574
80,100,60,100,40,70,50,90,10,60,109741
18,53,44,25,32,30,21,23,35,35,109779
0,0,0,0,0,0,0,0,0,0,109783
41,35,52,52,54,66,43,40,26,32,109899
50,55,40,48,44,48,45,44,48,28,109901
48,80,40,48,32,56,40,24,80,0,109955
10,26,36,36,19,48,42,24,24,15,110029
0,54,81,45,45,45,45,81,54,18,110040
23,25,46,28,31,39,11,32,20,51,110076
27,20,26,8,29,37,35,34,25,37,110214
16,56,24,80,56,56,64,8,80,72,110267
19,31,12,9,23,17,28,4,20,2,110361
39,44,42,22,45,45,23,38,25,43,110373
28,36,44,21,0,51,29,54,40,21,110382
43,54,24,23,35,29,43,41,47,26,110440
52,27,33,49,49,53,49,57,27,48,110483
64,16,36,60,36,8,40,40,40,0,110746
23,28,31,19,26,32,24,38,33,24,110853
58,46,48,51,35,29,59,32,32,27,110912
48,43,26,38,49,36,53,21,30,54,110934
60,74,38,24,49,45,52,43,28,50,111133
45,38,21,28,46,48,35,49,30,51,111174
53,41,52,47,61,45,40,62,46,31,111190
73,16,56,50,80,70,50,53,40,16,111578
39,31,48,36,31,48,49,42,28,20,111637
58,47,40,43,46,54,46,38,46,41,111847
33,39,42,46,57,44,62,60,18,20,111944
23,70,63,50,50,66,60,70,76,80,111947
24,48,45,51,33,57,71,38,36,47,112001
30,56,55,63,8,41,67,50,27,39,112026
35,14,70,70,42,28,63,49,0,56,112083
32,18,37,22,23,40,27,16,46,29,112093
35,37,32,52,65,45,15,37,35,60,112240
32,47,29,34,28,31,31,12,26,28,112401
35,72,57,53,32,43,64,48,61,43,112502
59,52,33,12,27,52,39,51,62,26,112541
36,60,43,50,54,31,18,67,52,57,112761
56,35,14,63,42,21,14,42,35,70,112881
42,36,35,15,34,40,20,37,25,42,112914
56,14,28,42,42,14,21,63,42,49,112953
9,15,34,21,11,18,40,5,41,18,113030
27,34,44,31,17,47,50,47,34,57,113270
45,23,18,52,24,70,36,37,27,37,113277
63,45,9,63,45,54,90,0,54,18,113292
42,63,0,14,63,28,42,0,56,28,113435
50,50,5,0,5,45,50,25,50,15,113475
74,32,42,35,66,60,48,53,35,26,113519
53,43,61,27,25,68,39,51,15,37,113531
27,0,90,36,67,31,36,54,36,31,113663
60,80,80,100,30,60,40,60,30,90,113752
56,31,49,17,42,17,21,38,49,52,113904
23,39,26,16,26,33,36,25,24,29,113944
32,43,39,40,33,25,16,13,44,32,113955
25,23,25,33,18,40,26,27,35,23,113983
0,0,0,0,0,0,0,0,0,0,114078
10,50,70,20,90,70,70,40,70,50,114085
50,58,65,14,44,45,57,54,25,30,114178
50,40,49,23,37,36,65,30,59,42,114216
8,18,16,16,3,10,6,6,14,24,114217
0,0,0,0,0,0,0,0,0,0,114279
11,18,20,13,28,21,10,26,28,36,114368
18,33,43,49,68,26,38,38,33,54,114444
27,23,32,21,13,6,18,9,13,6,114446
47,37,52,6,45,37,28,33,38,33,114544
7,63,0,42,63,14,14,35,14,42,114581
72,72,72,81,81,45,0,63,45,54,114700
39,34,17,24,15,36,16,26,43,57,114813
29,29,12,19,29,10,37,21,5,30,114865
58,37,25,26,42,30,22,33,38,22,114868
73,16,60,21,3,52,30,43,36,46,114893
54,13,31,33,28,16,30,13,13,36,114988
19,39,21,30,41,33,20,28,35,23,115002
7,14,56,70,14,49,49,70,14,63,115003
53,25,58,32,33,48,52,30,30,33,115120
26,45,23,30,39,26,34,47,20,38,115435
7,19,42,26,35,8,25,26,34,33,115490
29,42,43,48,32,48,28,46,17,34,115537
17,19,43,51,52,43,41,54,34,14,115572
16,20,23,16,17,17,23,28,15,13,115589
40,45,30,15,30,35,35,35,20,30,115678
43,51,49,45,31,61,24,32,40,56,115692
51,40,32,28,38,26,43,35,27,50,115841
42,53,37,45,60,45,8,54,59,63,115929
33,54,80,49,70,60,23,28,27,47,116005
15,16,37,25,22,22,18,30,17,37,116006
0,0,0,0,0,0,0,0,0,0,116031
24,42,18,36,48,6,48,42,54,0,116122
34,38,23,45,29,18,70,53,12,44,116183
80,40,50,80,50,10,100,0,80,10,116301
45,45,50,15,5,30,55,65,45,70,116599
39,35,57,46,41,42,17,20,47,26,116758
46,45,32,23,42,43,39,44,27,30,116866
30,30,10,90,80,80,0,30,80,30,116904
2,10,2,2,2,2,17,15,20,5,116931
18,54,45,30,36,36,27,27,33,33,117111
16,42,50,57,46,59,32,13,51,80,117132
36,20,34,36,45,27,54,42,24,34,117251
15,38,20,14,0,29,22,6,36,28,117384
44,29,38,30,18,20,26,38,11,11,117539
34,34,25,30,39,20,17,17,30,49,117700
33,20,38,17,51,35,35,26,32,64,117873
60,58,64,43,46,51,12,55,8,85,117963
24,40,80,48,8,40,56,24,32,56,118135
40,80,60,60,50,10,80,50,70,0,118228
76,66,82,33,71,56,75,76,36,45,118275
58,51,59,46,61,54,46,61,54,58,118333
35,32,26,31,59,22,39,35,62,20,118434
48,0,64,56,24,72,80,32,8,64,118484
59,35,5,64,62,32,30,17,43,67,118533
49,32,5,37,46,24,18,46,52,37,118628
22,24,32,49,10,33,49,13,44,25,118677
32,24,16,72,56,40,80,16,40,72,118881
18,34,28,47,21,44,32,39,45,52,119248
22,44,31,52,38,33,33,24,44,60,119364
0,0,0,0,0,0,0,0,0,0,119505
47,40,15,50,50,45,53,48,63,23,119575
30,30,47,25,22,25,26,44,31,44,119590
63,18,36,81,27,0,72,36,9,9,119594
53,40,60,22,30,40,14,19,63,18,119671
22,51,52,54,28,63,52,57,34,57,119725
22,78,73,37,44,45,32,26,3,41,119749
43,46,16,53,26,40,60,23,26,20,119858
4,4,16,36,36,36,28,40,32,4,120080
50,35,40,50,25,20,35,25,25,40,120093
21,30,18,21,26,31,40,32,21,42,120137
12,0,0,0,18,30,18,60,60,12,120178
43,30,39,46,48,36,57,37,47,50,120396
0,0,0,0,0,0,0,0,0,0,120548
27,12,2,14,35,29,22,36,19,15,120565
43,39,50,21,47,22,45,63,16,62,120588
43,34,55,42,51,33,42,33,30,46,120598
20,35,12,32,35,27,12,25,25,27,120696
56,42,49,45,52,45,42,52,17,38,120828
12,0,30,15,6,21,15,3,15,6,120860
38,32,38,66,28,37,50,34,22,37,120908
40,28,31,23,10,21,53,39,43,5,121170
18,25,28,32,25,27,28,21,32,26,121264
66,37,44,20,34,51,22,52,21,15,121606
18,0,9,4,4,0,16,4,7,9,121726
21,8,0,26,16,0,21,8,5,8,122037
41,31,39,19,28,23,16,17,28,28,122429
19,35,30,34,38,39,32,42,26,48,122440
28,49,70,28,21,49,70,28,49,0,122716
0,64,40,40,24,0,72,56,8,0,122782
68,34,22,49,33,73,33,12,26,36,122793
26,34,24,24,43,25,23,31,44,20,122881
38,52,66,45,35,49,17,24,17,38,123056
42,50,14,46,14,70,45,34,48,29,123094
18,54,45,45,13,27,85,31,63,54,123095
33,53,55,23,53,51,27,39,45,25,123143
30,60,80,100,90,10,80,50,10,70,123154
40,55,34,28,36,39,38,33,37,43,123215
43,51,43,31,39,36,40,26,61,57,123257
35,24,32,15,23,42,15,23,40,32,123430
0,28,35,21,7,21,0,42,7,7,123460
75,36,33,59,39,31,35,18,28,48,123468
48,12,60,30,48,48,18,42,42,60,123501
24,52,35,33,38,24,38,22,43,22,123544
36,37,34,43,28,37,41,30,37,31,123597
30,13,29,20,25,36,22,15,16,3,123608
19,42,24,19,34,20,17,36,14,34,123625
10,31,52,38,31,24,38,35,7,24,123744
35,38,39,29,65,43,43,23,46,34,123790
18,27,9,18,4,18,27,45,40,45,123825
17,63,45,50,58,12,63,65,53,48,123867
30,22,32,40,25,45,25,12,12,22,123883
48,16,16,80,72,32,32,40,56,72,123981
20,21,15,7,20,25,11,33,19,18,123988
0,0,0,0,0,0,0,0,0,0,124010
21,22,48,30,67,36,46,28,74,39,124078
41,29,41,34,45,42,47,29,44,19,124079
57,46,53,72,40,51,41,51,66,50,124310
40,56,24,72,16,64,0,72,8,48,124322
49,53,39,62,30,66,50,38,47,41,124363
47,50,49,36,62,60,49,60,64,37,124487
21,14,63,35,63,56,42,21,14,63,124597
33,20,25,45,5,32,32,21,35,31,124617
0,0,0,0,0,0,0,0,0,0,124688
65,80,45,15,15,10,70,85,75,85,124747
17,40,45,26,53,30,36,20,53,53,124874
32,43,51,23,48,9,47,27,32,18,124876
18,15,21,24,15,3,27,9,6,6,124888
31,28,32,10,38,35,41,17,27,33,124942
49,28,0,42,28,35,35,49,56,7,124983
52,50,30,35,72,62,20,55,55,57,124989
28,27,33,33,41,40,31,18,47,18,125031
33,19,19,40,23,46,44,22,29,45,125039
25,27,60,44,63,16,54,56,33,37,125203
50,61,30,53,9,55,8,35,32,46,125287
0,0,6,6,20,3,23,0,33,23,125303
32,24,16,48,80,48,0,48,16,16,125411
72,58,63,58,27,52,77,12,39,70,125519
13,29,36,25,29,24,26,52,31,39,125538
29,12,13,44,49,32,18,35,20,30,125692
30,10,50,50,90,30,50,10,90,10,125736
18,34,19,32,29,24,25,27,22,28,125774
53,32,2,10,37,27,27,25,42,26,125779
50,0,50,30,30,10,100,30,40,40,125928
40,70,90,10,40,80,10,70,20,70,126149
40,41,29,20,47,22,46,21,28,16,126196
41,63,39,56,4,18,75,57,65,81,126296
49,57,27,44,51,52,40,36,34,46,126388
59,40,9,85,40,95,63,23,86,86,126395
44,41,41,36,24,26,57,36,28,35,126492
0,0,0,0,0,0,0,0,0,0,126531
25,33,68,14,43,37,23,41,30,34,126604
34,24,18,46,56,64,34,29,58,28,126693
32,40,64,8,32,16,24,72,40,56,126697
41,31,26,31,27,35,19,28,19,25,126736
33,35,19,26,23,42,47,46,49,34,126814
35,56,56,49,0,63,63,7,14,70,126860
10,40,20,5,40,0,0,30,10,35,127129
64,24,48,80,32,8,56,80,72,72,127131
27,43,31,61,14,29,52,48,25,67,127171
23,8,40,71,38,48,60,52,29,47,127200
42,42,36,30,36,36,30,48,24,24,127203
16,37,45,34,37,29,48,21,48,16,127233
9,11,35,36,57,32,29,50,16,29,127359
27,46,31,36,10,28,41,27,50,34,127384
70,20,80,70,10,50,30,20,100,50,127481
36,72,45,18,36,0,72,81,81,90,127505
27,66,55,52,42,58,16,13,29,36,127826
9,0,36,18,63,36,36,54,63,0,127914
67,70,72,40,77,35,47,42,27,90,128060
46,28,42,44,70,48,23,44,37,43,128085
70,10,70,80,50,40,80,100,80,0,128119
33,30,46,96,36,53,50,43,63,40,128122
35,38,54,46,49,40,41,21,45,27,128325
18,49,44,3,35,21,19,47,24,19,128331
25,27,36,18,24,33,16,20,26,21,128332
23,34,30,27,44,51,38,41,36,40,128406
27,26,37,53,30,62,19,35,13,25,128434
0,24,24,20,36,4,4,20,32,16,128543
0,6,21,24,9,30,6,3,12,3,128557
34,31,42,20,31,44,38,40,40,24,128693
40,56,37,40,64,51,14,37,42,42,128696
56,21,13,40,16,63,0,59,43,35,128835
24,39,43,51,26,61,41,33,43,57,129008
14,63,14,14,42,7,56,21,42,49,129074
28,20,64,81,47,26,38,72,37,25,129084
36,13,4,31,0,22,13,22,9,36,129289
29,33,51,36,53,42,45,40,46,46,129338
31,67,41,30,43,49,67,12,48,64,129358
72,63,43,19,52,60,54,40,23,37,129368
31,48,41,36,18,37,31,33,31,35,129465
36,76,50,53,63,56,33,26,33,50,129489
22,18,50,32,40,48,44,38,42,24,129503
44,46,51,26,44,34,51,41,49,34,129716
43,37,25,34,49,26,51,28,30,34,129851
18,63,55,56,18,51,47,35,32,53,129883
44,55,44,33,50,60,48,15,63,41,130474
70,49,63,56,56,0,56,21,49,56,130482
17,24,27,23,17,16,34,25,31,19,130554
27,27,3,30,9,12,9,12,27,30,130570
16,21,69,61,10,8,58,24,42,21,130571
80,64,48,16,80,72,24,72,8,64,130636
46,24,18,39,28,24,42,44,34,39,130658
45,18,59,52,44,39,43,37,28,38,130705
25,20,40,50,5,5,10,15,40,50,130847
31,43,52,32,42,42,44,49,43,31,131027
5,38,9,38,56,23,32,49,50,54,131032
56,44,50,37,54,57,30,9,51,18,131046
16,56,43,35,26,62,43,62,53,58,131099
6,4,3,4,10,9,7,4,8,9,131126
58,39,58,67,59,47,62,73,31,49,131154
18,8,58,8,57,81,5,15,51,22,131238
0,0,0,0,0,0,0,0,0,0,131363
28,56,0,14,21,56,7,42,56,63,131441
50,60,30,0,100,70,90,30,20,60,131594
14,17,17,63,28,38,24,21,14,28,131622
0,0,0,0,0,0,0,0,0,0,131675
0,21,35,35,0,42,28,35,0,42,131686
50,5,20,25,0,50,15,40,5,20,131837
33,7,18,20,34,12,18,15,23,17,131855
54,72,9,9,81,0,36,9,18,9,132083
48,36,12,0,18,30,12,0,30,0,132171
3,49,38,24,35,17,45,7,38,21,132173
15,25,12,20,0,37,35,32,40,30,132203
60,12,69,54,25,30,50,59,72,54,132282
35,30,29,20,41,21,23,22,30,35,132371
30,55,45,75,50,50,50,95,50,45,132375
64,13,45,19,19,30,32,34,44,66,132492
19,22,35,29,34,35,27,45,37,9,132500
18,90,54,45,18,9,90,90,45,81,132663
54,35,27,31,40,34,56,43,26,51,132836
57,34,61,53,34,27,14,35,34,44,132851
15,42,67,42,24,44,40,27,31,42,132930
2,12,15,12,25,25,7,0,2,22,133192
15,24,21,15,15,15,9,12,6,24,133284
60,36,52,46,58,43,29,22,45,34,133296
24,40,32,80,40,16,32,8,48,16,133416
5,21,18,5,24,10,10,10,18,5,133567
35,42,42,58,44,67,30,46,15,19,133571
40,40,70,90,30,80,60,60,20,30,133689
21,34,53,32,34,26,34,66,48,53,133706
18,30,43,35,13,30,33,10,35,25,133747
76,44,40,64,24,68,64,16,40,32,134118
37,42,45,47,41,23,25,60,34,55,134347
54,37,48,24,14,44,31,29,29,43,134434
60,16,44,24,12,36,0,44,24,40,134483
50,45,50,75,47,70,7,47,7,7,134556
26,0,8,5,8,13,24,13,0,5,134621
52,43,48,49,28,22,44,58,55,57,134797
25,23,31,26,29,29,33,30,15,56,134837
55,60,5,15,50,20,65,30,55,85,135043
57,75,66,47,47,45,34,51,39,52,135045
43,54,31,33,27,20,53,30,33,42,135149
33,50,63,33,42,35,33,26,62,43,135228
35,41,30,31,26,37,24,18,35,26,135265
45,12,27,25,30,24,47,18,19,39,135277
30,42,54,54,36,18,6,6,18,30,135351
0,32,64,0,80,24,40,72,56,16,135367
56,52,49,4,45,29,26,37,33,27,135458
38,21,38,35,44,3,12,12,27,8,135609
30,51,45,42,41,64,59,74,15,72,135624
22,43,16,42,45,21,28,40,37,28,135681
49,39,15,14,10,55,38,51,60,43,135703
10,40,50,30,60,90,30,70,10,90,135768
26,33,38,19,28,31,32,37,25,17,135776
47,51,19,32,30,20,20,20,32,43,136010
45,32,24,37,17,31,45,15,26,6,136071
17,42,17,36,44,37,39,49,58,50,136139
35,31,15,48,30,36,6,16,45,49,136205
45,50,50,30,50,30,25,40,35,35,136237
22,50,55,40,41,46,35,34,34,45,136252
40,12,24,4,28,36,28,16,32,28,136255
39,27,27,15,26,40,38,47,38,48,136326
37,33,36,11,32,32,40,43,49,23,136348
27,31,25,27,27,18,33,21,37,22,136382
48,8,0,16,32,72,80,0,16,16,136491
0,0,0,0,0,0,0,0,0,0,136560
36,0,8,12,40,24,32,16,0,4,136735
38,27,28,32,19,50,14,44,38,18,136905
41,34,46,11,54,34,27,37,6,52,137006
25,32,32,20,22,42,22,37,35,37,137118
0,0,0,0,0,0,0,0,0,0,137190
12,44,28,44,44,52,40,12,60,28,137211
25,20,36,33,59,17,50,40,30,50,137336
8,13,3,5,13,5,10,13,5,13,137348
64,21,43,33,10,53,24,21,54,12,137384
28,24,3,35,35,28,0,17,7,0,137397
27,39,37,12,21,20,36,33,32,21,137588
38,35,34,36,29,51,43,41,21,31,137589
28,38,30,39,24,25,49,41,50,31,137688
15,44,52,30,42,42,28,75,56,57,137742
15,12,3,14,0,10,10,1,10,10,137803
55,19,35,23,53,41,37,36,39,52,137816
22,33,12,17,12,14,14,8,12,24,138018
0,0,0,0,0,0,0,0,0,0,138073
50,40,40,65,40,85,35,45,45,40,138097
49,17,46,35,61,47,33,52,31,41,138124
80,56,72,56,72,72,72,8,72,16,138138
23,48,33,21,30,45,28,20,37,29,138198
16,27,21,40,37,26,9,33,8,14,138382
25,85,60,60,40,45,90,55,95,45,138393
46,51,0,54,36,26,21,43,14,38,138441
22,60,33,57,72,36,53,29,60,85,138543
52,35,34,25,39,33,41,46,30,63,138578
40,58,54,45,55,50,36,39,35,52,138602
45,20,20,35,30,35,25,25,5,25,138674
0,80,0,24,72,72,40,64,0,48,138777
28,24,61,28,66,24,72,3,74,37,138844
26,34,47,65,69,59,40,41,39,19,138867
22,34,23,73,41,70,50,27,45,82,138883
60,51,47,54,41,41,61,72,71,41,138995
72,64,37,65,33,42,35,66,38,85,139070
12,60,24,0,42,60,6,54,36,48,139126
9,19,30,29,42,26,34,7,19,22,139141
64,80,64,64,40,72,40,16,0,48,139243
29,52,16,59,48,52,39,59,50,61,139359
9,22,31,40,22,18,13,9,13,27,139387
25,46,32,44,41,24,18,20,33,32,139467
66,26,50,40,30,48,23,46,44,44,139480
70,14,0,35,28,49,35,21,63,63,139524
40,40,32,64,72,56,48,48,40,32,139742
19,49,21,21,39,18,31,40,52,55,139827
40,35,51,39,28,36,7,30,50,31,139828
18,10,16,21,12,15,24,6,10,2,139884
0,70,42,0,14,70,49,0,35,7,139904
21,35,7,28,7,28,42,42,56,14,139913
58,39,50,64,51,3,33,44,8,80,139934
20,30,59,69,46,40,53,34,40,55,140000
29,42,42,41,33,46,36,24,23,31,140036
0,0,0,0,0,0,0,0,0,0,140069
26,41,37,7,27,32,15,20,25,23,140080
31,32,52,37,40,38,30,29,44,42,140223
22,52,52,32,52,20,34,37,40,48,140232
18,16,21,8,17,21,28,16,26,18,140358
41,43,38,26,58,50,58,49,54,80,140555
26,54,70,43,37,58,30,24,29,19,140662
51,60,51,53,22,24,42,5,28,46,140758
0,0,0,0,0,0,0,0,0,0,140826
38,23,28,20,48,46,22,45,15,29,140842
37,26,32,14,23,20,13,19,19,22,140863
28,31,0,31,7,28,0,0,0,21,140879
5,5,35,40,45,0,5,15,10,0,141070
50,56,56,21,28,32,84,48,46,43,141157
50,65,50,40,45,35,50,25,30,65,141203
0,0,0,0,0,0,0,0,0,0,141210
80,70,30,95,90,55,55,55,80,55,141310
66,70,78,37,40,13,65,59,25,49,141322
35,53,18,35,53,18,22,27,15,17,141444
45,27,65,5,37,45,65,40,27,30,141491
51,36,24,60,63,23,68,39,33,42,141493
30,31,40,10,17,48,26,29,42,43,141511
36,49,22,72,58,40,49,76,36,45,141601
45,90,85,50,60,65,30,75,5,45,141651
49,65,63,42,28,40,48,28,44,35,141710
17,18,19,10,45,30,61,44,43,45,141719
0,0,0,0,0,0,0,0,0,0,141819
25,31,30,28,30,25,16,21,8,30,141871
76,57,29,20,37,45,37,39,34,21,141901
47,42,26,37,46,48,35,56,54,34,141902
37,37,34,35,26,37,40,34,18,31,141958
10,25,67,74,47,57,74,36,63,25,142005
15,17,26,31,33,29,20,18,23,14,142039
70,10,80,60,80,50,50,100,30,90,142062
16,24,39,28,38,34,27,60,26,30,142121
72,20,76,76,52,48,32,12,36,68,142143
80,40,24,64,32,24,8,40,72,8,142256
2,18,6,8,2,0,16,0,6,2,142454
50,30,52,67,32,30,52,35,11,24,142479
18,39,25,33,55,58,55,55,28,61,142524
63,56,56,0,56,42,56,49,0,49,142579
43,38,66,56,25,41,40,21,68,50,142623
17,10,5,5,5,0,25,25,5,2,142649
34,43,46,23,39,20,50,35,9,25,142745
10,34,14,28,47,34,26,41,25,19,142772
6,60,0,30,0,30,54,6,36,54,142801
25,0,15,30,20,25,5,35,45,15,142973
32,23,9,9,11,11,42,35,37,32,143011
60,30,100,70,40,60,90,20,60,100,143134
25,43,73,59,27,38,44,53,45,51,143163
28,36,37,27,16,37,6,21,36,42,143175
52,30,20,37,53,16,30,16,33,23,143211
61,62,42,58,38,16,37,34,38,36,143253
41,28,52,32,34,49,28,47,35,36,143415
23,19,55,30,11,36,39,13,23,38,143715
35,20,29,29,52,45,52,20,9,10,143792
80,10,30,60,10,0,20,30,70,50,143837
25,43,29,33,32,19,28,45,21,34,143909
0,80,60,10,40,100,90,10,60,80,143964
47,50,47,42,35,54,20,77,54,11,143968
76,42,66,37,40,56,28,35,32,41,144038
52,14,63,45,42,42,38,45,59,17,144241
64,64,35,24,47,43,61,11,42,41,144255
44,63,8,34,18,38,72,22,34,54,144318
60,100,0,70,40,90,70,10,0,10,144455
42,27,26,11,11,35,41,34,35,21,144478
0,31,32,33,44,9,25,14,7,37,144516
54,69,55,54,27,23,54,41,2,18,144531
51,19,35,63,49,23,23,64,54,24,144555
40,48,16,0,0,0,80,80,48,8,144585
12,14,6,20,4,0,16,16,2,6,144667
8,16,28,35,28,13,27,25,35,40,144699
8,80,80,56,64,80,8,8,24,56,144745
12,8,4,8,12,16,16,14,8,12,144899
37,61,61,42,50,29,51,46,49,35,144910
64,31,48,62,28,41,62,35,41,38,145003
43,54,33,45,32,45,38,41,55,46,145109
80,24,0,16,32,40,64,64,64,80,145165
0,60,90,20,70,30,30,40,50,60,145369
42,32,36,48,21,60,43,52,40,56,145449
7,28,56,0,21,63,63,14,0,0,145619
38,44,44,39,39,48,23,21,36,32,145641
56,52,56,40,24,76,60,40,4,32,145644
35,37,28,23,37,36,38,36,22,24,145728
32,0,48,32,40,48,16,72,16,32,145737
30,31,27,4,12,15,20,24,22,28,145861
0,0,0,0,0,0,0,0,0,0,145916
