User-ID,Location,Age
118135,"porto, porto, portugal",29.0
118228,"denver, colorado, usa",
118275,"legionowo, woj. mazowieckie, poland",24.0
118333,"joburg, gautang, south africa",18.0
118434,"darwin, northern territory, australia",23.0
118484,"wonder lake, illinois, usa",
118533,"owasso, oklahoma, usa",37.0
118628,"toronto, ontario, canada",34.0
118677,"boise, idaho, usa",46.0
118881,"bolton, england, united kingdom",31.0
119248,"fpo, ap, usa",12.0
119364,"bothell, washington, usa",16.0
119505,"rotterdam, , netherlands",32.0
119575,"north vancouver, british columbia, canada",30.0
119590,"sacramento, california, usa",
119594,"winnipeg, manitoba, canada",33.0
119671,"spokane, washington, usa",
119725,"wokingham, berkshire, united kingdom",24.0
119749,"omaha, nebraska, usa",5.0
119858,"centennial, colorado, usa",53.0
120080,"preston, lancashire, england, united kingdom",32.0
120093,"merrick, acworth, new york, georgia, usa",59.0
120137,"ann arbor, michigan, usa",
120178,"olympia, washington, usa",59.0
120396,"boyce, virginia, usa",46.0
120548,"ourense, ourense, spain",39.0
120565,"singapore, n/a, singapore",38.0
120588,"calgary, alberta, canada",27.0
120598,"plant city, florida, usa",
120696,"san bernardino, california, usa",31.0
120828,"munster, indiana, usa",27.0
120860,"huntsville, alabama, usa",2.0
120908,"boston, massachusetts, usa",27.0
121170,"arlington, virginia, usa",30.0
121264,"chicago, illinois, usa",
121606,"petaling jaya, selangor, malaysia",23.0
121726,"balmain, new south wales, australia",148.0
122037,"bochum, nordrhein-westfalen, germany",27.0
122429,"kamuela, hawaii, usa",48.0
122440,"vancouver, british columbia, canada",29.0
122716,"tucson, ,",30.0
122782,"juneau, alaska, usa",38.0
122793,"omemee, ontario, canada",46.0
122881,"yeovil, england, united kingdom",
123056,"halifax, nova scotia, canada",32.0
123094,"morrisville, north carolina, usa",45.0
123095,"hollywood, maryland, usa",
123143,"lisboa, lisboa, portugal",28.0
123154,"terrytown, louisiana, usa",19.0
123215,"carmichael, california, usa",27.0
123257,"circleville, ohio, usa",20.0
123430,"manning, south carolina, usa",
123460,"brea, california, usa",31.0
123468,"toronto, ontario, canada",42.0
123501,"barcelona, catalunya, spain",27.0
123544,"dallas, texas, usa",
123597,"toronto, ontario, canada",44.0
123608,"los banos, california, usa",17.0
123625,"geelong, victoria, australia",22.0
123744,"newark, delaware, usa",25.0
123790,"mount vernon, new york, usa",25.0
123825,"vancouver, british columbia, canada",
123867,"kearns, utah, usa",
123883,"topeka, kansas, usa",18.0
123981,"phoenix, arizona, usa",46.0
123988,"amarillo, texas, usa",32.0
124010,"berlin, berlin, germany",43.0
124078,"muskegon, michigan, usa",25.0
124079,"prince george, british columbia, canada",24.0
124310,"salem, south carolina, usa",53.0
124322,"ottawa, ontario, canada",
124363,"tallahassee, florida, usa",36.0
124487,"ramah, new mexico, usa",
124597,"brights grove, ontario, canada",38.0
124617,"nice, provence alpes côte d`azur, france",29.0
124688,"hertfordshire, england, united kingdom",23.0
124747,"derby, kansas, usa",43.0
124874,"warren, new jersey, usa",32.0
124876,"redford, michigan, usa",23.0
124888,"mataró, barcelona, spain",25.0
124942,"olympia, washington, usa",
124983,"amarillo, texas, usa",32.0
124989,"old orchard beach, maine, usa",46.0
125031,"alburquerque, ,",
125039,"lafayette, indiana, usa",27.0
125203,"montreal, quebec, canada",18.0
125287,"atlanta, georgia, usa",40.0
125303,"dortmund, nordrhein-westfalen, germany",25.0
125411,"louisville, kentucky, usa",43.0
125519,"irvine, california, usa",40.0
125538,"kingston, ontario, canada",35.0
125692,"elmira, new york, usa",28.0
125736,"atlanta, georgia, usa",17.0
125774,"tehran, tehran, iran",36.0
125779,"san diego, california, usa",
125928,"glendale heights, illinois, usa",
126149,"salt lake city, utah, usa",
126196,"wilmington, delaware, usa",36.0
126296,"ramsey, huntingdon, cambridgeshire, united kingdom",41.0
126388,"kernersville, north carolina, usa",26.0
126395,"arkansas, arkansas, usa",28.0
126492,"westmont, illinois, usa",31.0
126531,"belgorod, n/a, russia",23.0
126604,"north reading, massachusetts, usa",27.0
126693,"newmarket, ontario, canada",33.0
126697,"hershey, pennsylvania, usa",30.0
126736,"fulton, missouri, usa",38.0
126814,"west chester, ohio, usa",32.0
126860,"portland, oregon, usa",28.0
127129,"langley, british columbia, canada",
127131,"stopsley, bedfordshire, united kingdom",42.0
127171,"cincinnati, ohio, usa",36.0
127200,"urbana, illinois, usa",
127203,"reading, pennsylvania, usa",20.0
127233,"marietta, georgia, usa",29.0
127359,"beaverton, oregon, usa",33.0
127384,"gainesville, texas, usa",32.0
127481,"thunder bay, ontario, canada",45.0
127505,"mission, kansas, usa",41.0
127826,"duluth, georgia, usa",
127914,"anchorage, alaska, usa",43.0
128060,"denton, texas, usa",36.0
128085,"durham, north carolina, usa",40.0
128119,"olathe, kansas, usa",
128122,"lithia springs, georgia, usa",37.0
128325,"toledo, ohio, usa",43.0
128331,"chittenango, new york, usa",24.0
128332,"alvin, texas, usa",
128406,"columbia, missouri, usa",31.0
128434,"oak park, illinois, usa",24.0
128543,"palo alto, california, usa",
128557,"tunbridge wells, kent, united kingdom",
128693,"leicester, england, united kingdom",
128696,"southampton, england, united kingdom",34.0
128835,"bellingham, washington, usa",60.0
129008,"rapid city, south dakota, usa",44.0
129074,"marietta, georgia, usa",51.0
129084,"boise, idaho, usa",39.0
129289,"vientiane, vientiane, laos",
129338,"apache junction, arizona, usa",24.0
129358,"highland, california, usa",36.0
129368,"los gatos, ,",
129465,"durham, north carolina, usa",33.0
129489,"vancouver, british columbia, canada",24.0
129503,"lisboa, n/a, portugal",40.0
129716,"tallahassee, florida, usa",30.0
129851,"philadelphia, pennsylvania, usa",35.0
129883,"portland, oregon, usa",23.0
130474,"nashville, tennessee, usa",33.0
130482,"earth, , universe",54.0
130554,"sandpoint, idaho, usa",
130570,"singapore, n/a, singapore",
130571,"summerville, south carolina, usa",
130636,"swartz creek, michigan, usa",20.0
130658,"montreal, ,",90.0
130705,"sydney, new south wales, australia",29.0
130847,"russellville, arkansas, usa",35.0
131027,"portland, oregon, usa",31.0
131032,"west blocton, alabama, usa",36.0
131046,"ellington, connecticut, usa",26.0
131099,"nottingham, england, united kingdom",39.0
131126,"barcelona, catalunya, spain",31.0
131154,"soddy-daisy, tennessee, usa",18.0
131238,"bismarck, north dakota, usa",15.0
131363,"flekkefjord, vest-agder, norway",20.0
131441,"paris, paris, france",18.0
131594,"citrus heights, california, usa",47.0
131622,"two rivers, wisconsin, usa",51.0
131675,"nijmegen, gelderland, netherlands",36.0
131686,"chemainus, british columbia, canada",27.0
131837,"west valley city, utah, usa",
131855,"farnborough, hampshire, united kingdom",31.0
132083,"tazewell, virginia, usa",47.0
132171,"milltown, wisconsin, usa",54.0
132173,"charlotte, north carolina, usa",
132203,"sheffield, south yorkshire, united kingdom",
132282,"birmingham, alabama, usa",23.0
132371,"middletown, delaware, usa",54.0
132375,"denver, colorado, usa",58.0
132492,"hamburg- rissen, hamburg, germany",
132500,"fürth, ,",29.0
132663,"newport beach, california, usa",44.0
132836,"west palm beach, florida, usa",57.0
132851,"torrance, california, usa",43.0
132930,"wokingham, england, united kingdom",29.0
133192,"cambridge, cambridgeshire, united kingdom",
133284,"atlanta, georgia, usa",41.0
133296,"ormond beach, florida, usa",23.0
133416,"jacksons point, ontario, canada",25.0
133567,"frankfurt am main, hessen, germany",57.0
133571,"olney, maryland, usa",39.0
133689,"calgary, alberta, canada",29.0
133706,"palmyra, western australia, australia",30.0
133747,"gaithersburg, maryland, usa",28.0
134118,"chicago, illinois, usa",
134347,"cincinnati, ohio, usa",26.0
134434,"barcelona, barcelona, spain",25.0
134483,"roanoke, virginia, usa",
134556,"santander, cantabria, spain",28.0
134621,"collonges sous salève, rhône-alpes, france",31.0
134797,"elk grove, california, usa",
134837,"kuala lumpur, wilayah persekutuan, malaysia",28.0
135043,"suffolk, virginia, usa",
135045,"spring, texas, usa",29.0
135149,"ft. pierce, florida, usa",
135228,"pasadena, ,",
135265,"groton, connecticut, usa",32.0
135277,"montreal, quebec, canada",30.0
135351,"greenwood, south carolina, usa",23.0
135367,"braunschweig, niedersachsen, germany",37.0
135458,"ottawa, ontario, canada",24.0
135609,"charlestown, massachusetts, usa",
135624,"kuwait, kuwait, kuwait",25.0
135681,"eastleigh, hampshire, united kingdom",
135703,"fredericton, new brunswick, canada",32.0
135768,"reno, nevada, usa",46.0
135776,"allston, massachusetts, usa",32.0
136010,"brampton, ontario, canada",
136071,"normal, illinois, usa",44.0
136139,"fair oaks, california, usa",
136205,"crest hill, illinois, usa",39.0
136237,"calgary, alberta, canada",34.0
136252,"santa fe, new mexico, usa",33.0
136255,"saint joseph, missouri, usa",
136326,"shingle springs, california, usa",42.0
136348,"oceanside, new york, usa",51.0
136382,"edmonton, alberta, canada",
136491,"rio rancho, new mexico, usa",18.0
136560,"genova, liguria, italy",31.0
136735,"lakeland, tennessee, usa",57.0
136905,"barcelona, barcelona, spain",25.0
137006,"frankfurt am main, hessen, germany",
137118,"lancaster, texas, usa",
137190,"rennes, bretagne, france",31.0
137211,"charlotte, north carolina, usa",
137336,"longview, washington, usa",26.0
137348,"ourense, ourense, spain",35.0
137384,"le cellier, pays de la loire, france",32.0
137397,"strasbourg, alsace, france",32.0
137588,"portland, oregon, usa",
137589,"enterprise, oregon, usa",35.0
137688,"medford, new york, usa",46.0
137742,"santo domingo, distrito nacional, dominican republic",24.0
137803,"kaltern/caldaro (bz), trentino alto adige, italy",27.0
137816,"gijon, asturias, spain",
138018,"dallas, texas, usa",35.0
138073,"glasgow, scotland, united kingdom",31.0
138097,"winter park, florida, usa",35.0
138124,"swindon, wiltshire, united kingdom",24.0
138138,"bridgeport, connecticut, usa",39.0
138198,"edmonton, alberta, canada",37.0
138382,"colquitt, georgia, usa",
138393,"roanoke, virginia, usa",49.0
138441,"merrimack, new hampshire, usa",34.0
138543,"mesquite, texas, usa",21.0
138578,"cape girardeau, missouri, usa",38.0
138602,"bremerton, washington, usa",36.0
138674,"chicago, illinois, usa",26.0
138777,"beavercreek, oregon, usa",
138844,"winnipeg, manitoba, canada",40.0
138867,"chicago, illinois, usa",35.0
138883,"charlotte, north carolina, usa",16.0
138995,"keyser, west virginia, usa",47.0
139070,"raleigh, north carolina, usa",30.0
139126,"honolulu, hawaii, usa",27.0
139141,"oakland, california, usa",35.0
139243,"new york, new york, usa",
139359,"fort myers, florida, usa",36.0
139387,"hamilton, ontario, canada",30.0
139467,"norfolk, virginia, usa",53.0
139480,"plaisir, ile de france, france",26.0
139524,"lake worth, florida, usa",12.0
139742,"toronto, ontario, canada",36.0
139827,"phoenix, arizona, usa",
139828,"juneau, , usa",49.0
139884,"vilassar de mar, barcelona, spain",38.0
139904,"sherman oaks, california, usa",8.0
139913,"monett, missouri, usa",54.0
139934,"schenectady, new york, usa",
140000,"london, england, united kingdom",
140036,"milford, michigan, usa",35.0
140069,"victoria, british columbia, canada",29.0
140080,"braunschweig, niedersachsen, germany",35.0
140223,"somerville, massachusetts, usa",27.0
140232,"hamburg, hamburg, germany",39.0
140358,"san diego, california, usa",
140555,"vancouver, british columbia, canada",31.0
140662,"portland, oregon, usa",30.0
140758,"auckland, auckland, new zealand",23.0
140826,"nordkirchen, nordrhein-westfalen, germany",34.0
140842,"münchen, bayern, germany",22.0
140863,"bonn, nordrhein-westfalen, germany",32.0
140879,"duesseldorf, nordrhein-westfalen, germany",36.0
141070,"asheville, north carolina, usa",20.0
141157,"ile perrot, quebec, canada",
141203,"hamburg, hamburg, germany",38.0
141210,"tübingen, baden-württemberg, germany",
141310,"arlington, texas, usa",21.0
141322,"mansfield, texas, usa",21.0
141444,"west springfield, massachusetts,",
141491,"westminster, maryland, usa",47.0
141493,"dove canyon, california, usa",44.0
141511,"framingham, massachusetts, usa",30.0
141601,"paris, , france",29.0
141651,"bad marienberg, rheinland-pfalz, germany",32.0
141710,"omaha, nebraska, usa",
141719,"houston, texas, usa",
141819,"perth, western australia, australia",34.0
141871,"tamarac, florida, usa",
141901,"christchurch, canterbury, new zealand",43.0
141902,"newport news, virginia, usa",51.0
141958,"oslo, oslo, norway",41.0
142005,"athens, alabama, usa",46.0
142039,"saint louis, missouri, usa",50.0
142062,"san jose, california, usa",41.0
142121,"waipahu, hawaii, usa",33.0
142143,"melbourne, victoria, australia",32.0
142256,"winfield, alberta, canada",52.0
142454,"wien, wien, austria",33.0
142479,"portland, maine, usa",
142524,"detroit, michigan, usa",36.0
142579,"apex, north carolina, usa",
142623,"big sky, montana, usa",
142649,"paris, ile de france, france",27.0
142745,"kyoto, kyoto, japan",38.0
142772,"new westminster, british columbia, canada",33.0
142801,"manhattan, kansas, usa",17.0
142973,"toronto, ontario, canada",8.0
143011,"calgary, alberta, canada",32.0
143134,"marion, arkansas, usa",27.0
143163,"weaverville, california, usa",26.0
143175,"blythewood, south carolina, usa",28.0
143211,"greenbelt, maryland, usa",
143253,"dyersburg, tennessee, usa",27.0
143415,"bellingham, washington, usa",50.0
143715,"chicago, illinois, usa",32.0
143792,"nottingham, england, united kingdom",25.0
143837,"san antonio, texas, usa",28.0
143909,"wuppertal, nordrhein-westfalen, germany",26.0
143964,"chardon, ohio, usa",26.0
143968,"wesley chapel, florida, usa",39.0
144038,"columbia, missouri, usa",49.0
144241,"vancouver, washington, usa",33.0
144255,"riedstadt, hessen, germany",
144318,"grimes, iowa, usa",
144455,"summerville, south carolina, usa",40.0
144478,"galveston, texas, usa",39.0
144516,"norman, oklahoma, usa",41.0
144531,"pleasanton, california, usa",37.0
144555,"northbrook, illinois, usa",37.0
144585,"ourense, ourense, spain",28.0
144667,"seattle, washington, usa",
144699,"st. albert, alberta, canada",
144745,"santiago, n/a, chile",3.0
144899,"lewisville, texas, usa",
144910,"colorado springs, colorado, usa",
145003,"new york, new york, usa",34.0
145109,"barcelona, barcelona, spain",45.0
145165,"sydney, new south wales, australia",38.0
145369,"winnemucca, nevada, usa",
145449,"virginia beach, virginia, usa",
145619,"middletown, connecticut, usa",36.0
145641,"madison, new jersey, usa",
145644,"miri, sarawak, malaysia",24.0
145728,"woodside, california, usa",52.0
145737,"elmhurst, illinois, usa",40.0
145861,"rochester, new york, usa",39.0
145916,"pontelambro, lombardia, italy",27.0
146057,"bryant, alabama, usa",
146113,"cary, north carolina, usa",
146175,"orlando, florida, usa",27.0
146298,"strasbourg, alsace, france",25.0
146348,"tigard, oregon, usa",
146386,"palmdale, california, usa",14.0
146564,"bardstown, kentucky, usa",43.0
146803,"n/a, n/a, usa",
146932,"miami, florida, usa",30.0
147141,"portland, oregon, usa",21.0
147166,"london, england, united kingdom",38.0
147224,"mechanicsburg, pennsylvania, usa",41.0
147420,"cassadaga, new york, usa",53.0
147451,"herne bay, england, united kingdom",37.0
147678,"austin, texas, usa",36.0
147686,"farmingdale, new york, usa",34.0
147752,"downers grove, illinois, usa",27.0
147781,"toronto, ontario, canada",34.0
147839,"mokena, illinois, usa",47.0
147847,"greenville, illinois, usa",
147965,"lake wales, florida, usa",
148142,"kent, england, united kingdom",21.0
148199,"toronto, ontario, canada",50.0
148220,"braunschweig, niedersachsen, germany",24.0
148258,"toronto, ontario, canada",
148263,"washington, illinois, usa",34.0
148586,"vancouver, british columbia, canada",
148590,"thunder bay, ontario, canada",49.0
148712,"homer, alaska, usa",
148744,"campbellsport, wisconsin, usa",67.0
148798,"webster, florida, usa",54.0
148898,"holiday, florida, usa",24.0
148966,"barstow, california, usa",35.0
149069,"struthers, ohio, usa",30.0
149071,"nekoosa, wisconsin, usa",49.0
149120,"hillsdale, michigan, usa",
149483,"houston, texas, usa",25.0
149510,"berlin, berlin, germany",41.0
149511,"berlin, berlin, germany",
149647,"madrid, madrid, spain",27.0
149661,"ventura, california, usa",
149690,"logan city, queensland, australia",35.0
149907,"hendersonville, north carolina, usa",42.0
149908,"hull, england, united kingdom",29.0
149934,"chicago, illinois, usa",44.0
150067,"akron, ohio, usa",29.0
150124,"york, nebraska, usa",30.0
150364,"santo domingo, n/a, dominican republic",36.0
150498,"cumberland, maryland, usa",38.0
150561,"bodegraven, zuid-holland, netherlands",33.0
150661,"scottsdale, arizona, usa",36.0
150663,"nightsky, oregon, usa",24.0
150762,"barcelona, barcelona, spain",29.0
150896,"vancouver, washington, usa",30.0
150968,"manchester, new hampshire, usa",47.0
150979,"greencastle, pennsylvania, usa",34.0
151098,"appalachia, virginia, usa",38.0
151104,"albuquerque, new mexico, usa",
151139,"la jolla, california,",
151370,"ploiesti, prahova, romania",
151420,"zaragoza, aragón, spain",22.0
151503,"fairbanks, alaska, usa",33.0
151589,"portland, oregon, usa",56.0
151608,"orillia, ontario, canada",
151762,"hamburg, hamburg, germany",
151824,"san diego, california, usa",
151991,"zeist, utrecht, netherlands",39.0
152099,"wickenburg, arizona, usa",14.0
152186,"windsor, ontario, canada",33.0
152260,"amersfoort, utrecht, netherlands",
152309,"chicago, illinois, usa",71.0
152354,"boston, massachusetts, usa",
152409,"phoenixville, pennsylvania, usa",33.0
152428,"christchurch, canterbury, new zealand",26.0
152435,"indianapolis, indiana, usa",40.0
152464,"hamburg, hamburg, germany",47.0
152483,"braga, braga, portugal",18.0
152514,"san diego, california, usa",61.0
152579,"kota kinabalu, sabah, malaysia",22.0
152645,"chicago, illinois, usa",28.0
152946,"lisbon, lisbon, portugal",25.0
153042,"ann arbor, michigan, usa",35.0
153054,"cambridge, massachusetts, usa",20.0
153079,"ontinar, zaragoza, spain",26.0
153174,"saint paul, minnesota, usa",55.0
153211,"toronto, ontario, canada",28.0
153322,"york, ,",33.0
153342,"barrie, ontario, canada",43.0
153361,"jacksonville, arkansas, usa",44.0
153513,"little rock, arkansas, usa",31.0
153621,"zaragoza, aragón, spain",29.0
153653,"rapid city, south dakota, usa",50.0
153662,"ft. stewart, georgia, usa",44.0
153718,"round lake, illinois, usa",27.0
153723,"fresno, california,",31.0
153797,"tulsa, oklahoma, usa",31.0
153950,"dover-foxcroft, maine, usa",
154070,"wellman, iowa, usa",38.0
154176,"copenhagen, n/a, denmark",31.0
154345,"white plains, new york, usa",
154354,"eatontown, new jersey, usa",31.0
154441,"montreal, quebec, canada",40.0
154460,"cascais, cascais, portugal",52.0
154469,"trois-rivières ouest, quebec, canada",
154529,"fishers, indiana, usa",37.0
154543,"san francisco, california, usa",29.0
154553,"duluth, minnesota, usa",23.0
154844,"sharon hill, pennsylvania, usa",32.0
154944,"colony, kansas, usa",33.0
154992,"maryland heights, missouri, usa",40.0
155014,"las cruces, new mexico, usa",
155027,"tucson, arizona, usa",39.0
155141,"knoxville, tennessee, usa",31.0
155147,"seattle, washington, usa",60.0
155219,"stamford, connecticut, usa",29.0
155356,"lausanne, vaud, switzerland",58.0
155495,"hood river, oregon, usa",26.0
155580,"fairport, new york, usa",61.0
155778,"orlando, ,",
155916,"perth, western australia, australia",27.0
156111,"wakefield, massachusetts, usa",15.0
156150,"howell, new jersey, usa",36.0
156214,"new bern, north carolina, usa",59.0
156269,"chicago, illinois, usa",53.0
156300,"pinon hills, california, usa",49.0
156467,"waltham, massachusetts, usa",38.0
156510,"surrey, british columbia, canada",50.0
156534,"whitehaven, england, united kingdom",26.0
156670,"lisboa, lisboa, portugal",39.0
156971,"pierrefonds, picardie, france",
156972,"lyon, rhône-alpes, france",26.0
157127,"vine grove, kentucky, usa",26.0
157163,"slatington, pennsylvania, usa",37.0
157247,"deventer, overijssel, netherlands",48.0
157252,"newburgh, new york, usa",43.0
157273,"dripping springs, texas, usa",37.0
157380,"longview, texas, usa",34.0
157655,"sydney, new south wales, australia",45.0
157799,"heemstede, noord holland, netherlands",42.0
157811,"kissimmee, florida, usa",34.0
158226,"oslo, oslo, norway",26.0
158254,"asheville, north carolina, usa",28.0
158295,"cleveland, ohio, usa",
158344,"jena, thueringen, germany",36.0
158361,"kansas city, missouri, usa",44.0
158433,"nahant, massachusetts, usa",
158454,"valencia, valencia, spain",19.0
158606,"dunedin, florida, usa",72.0
158714,"dardanelle, arkansas, usa",
158774,"harrison, new jersey, usa",34.0
159033,"taneytown, maryland, usa",46.0
159283,"nuneaton, england, united kingdom",66.0
159390,"dannenfels, rheinland-pfalz, germany",36.0
159429,"pisa, toscana, italy",53.0
159455,"salmiya, medan hawalli, kuwait",
159564,"águeda, aveiro, portugal",33.0
159732,"watchung, new jersey, usa",47.0
159817,"penticton, british columbia, canada",
159834,"las vegas, nevada, usa",19.0
159858,"atlantic beach, florida, usa",37.0
159863,"bury st edmunds, suffolk, united kingdom",60.0
159868,"cortlandt manor, new york, usa",
160032,"heidelberg, baden-württemberg, germany",
160062,"cheektowaga, new york, usa",
160295,"portland, oregon, usa",38.0
160401,"akron, ohio, usa",30.0
160434,"san francisco, california, usa",29.0
160541,"ashford, england, united kingdom",
160558,"hooksett, new hampshire, usa",28.0
160571,"limoges, n/a, france",
160681,"niles, michigan, usa",28.0
160819,"miami, florida, usa",43.0
160943,"ottawa, ontario, canada",45.0
161037,"milton, ,",32.0
161041,"lisbon, n/a, portugal",24.0
161200,"catonsville, maryland, usa",43.0
161299,"covina, california, usa",41.0
161831,"florissant, missouri, usa",33.0
161870,"steubenville, ohio, usa",
161882,"lasalle, ontario, canada",49.0
161936,"gisborne, victoria, australia",53.0
161974,"center rutland, vermont, usa",25.0
162001,"bothell, washington, usa",
162030,"ny, new york, usa",
162052,"danville, virginia, usa",51.0
162155,"federal way, washington, usa",57.0
162311,"largo, florida, usa",22.0
162376,"lynn, massachusetts, usa",23.0
162590,"n/a, british columbia, canada",
162639,"kelso, washington, usa",
162671,"yarmouth, nova scotia, canada",19.0
162738,"waterford, michigan, usa",35.0
163202,"los angeles, california, usa",26.0
163307,"tulsa, oklahoma, usa",24.0
163319,"günzburg, bayern, germany",34.0
163326,"gum spring, virginia, usa",28.0
163358,"toronto, ontario, canada",21.0
163433,"edmonton, alberta, canada",
163488,"salem, ohio, usa",24.0
163534,"northampton, england, united kingdom",37.0
163570,"lincoln, new brunswick, canada",50.0
163759,"abertillery, wales, united kingdom",37.0
163761,"abertillery, wales, united kingdom",37.0
163804,"bonaire, georgia, usa",43.0
163851,"phoenix, arizona, usa",26.0
163973,"são paulo, são paulo, brazil",46.0
164008,"madrid, madrid, spain",26.0
164027,"burlington, ontario, canada",
164096,"lisboa, lisboa, portugal",29.0
164206,"rome, lazio, italy",45.0
164323,"delta, british columbia, canada",31.0
164465,"nashville, tennessee, usa",33.0
164533,"sitges, barcelona, spain",46.0
164581,"costa da caparica, ,",30.0
164675,"portland, oregon, usa",55.0
164728,"studio city, california, usa",
164828,"duncanville, alabama, usa",
164905,"tuscaloosa, alabama, usa",29.0
164926,"ann arbor, michigan, usa",25.0
165183,"tulsa, oklahoma,",60.0
165232,"saint albans, west virginia, usa",23.0
165268,"madras, oregon, usa",73.0
165308,"new berlin, wisconsin, usa",33.0
165319,"tucson, arizona, usa",28.0
165345,"rohnert park, california, usa",
165499,"rm.valcea, valcea, romania",
165503,"ploiesti, prahova, romania",17.0
165758,"st. catharines, ontario, canada",
165759,"crossville, tennessee, usa",58.0
165806,"cardiff, wales, united kingdom",57.0
166017,"chicago, illinois, usa",38.0
166123,"cortez, colorado, usa",32.0
166141,"richmond, surrey, united kingdom",34.0
166363,"nice, côte d`azur, france",23.0
166391,"hanover, pennsylvania, usa",60.0
166409,"richmond, virginia, usa",63.0
166596,"greenwood, british columbia, canada",57.0
166772,"madrid, madrid, spain",28.0
166824,"nova, virginia, usa",
166825,"plainview, minnesota, usa",
166922,"london, england, united kingdom",26.0
167455,"oakdale, california, usa",39.0
167471,"milton, ontario, canada",29.0
167478,"perth, western australia, australia",28.0
167507,"cardiff, wales, united kingdom",21.0
167517,"roma, lazio, italy",25.0
167521,"lingfield, england, united kingdom",23.0
167587,"anaheim hills, ,",22.0
167746,"charlestown, massachusetts, usa",32.0
167800,"olive branch, mississippi, usa",57.0
167812,"vancouver, washington, usa",38.0
168029,"lexington, kentucky, usa",15.0
168034,"fort worth, texas, usa",
168036,"tualatin, ,",
168047,"oxford, connecticut, usa",28.0
168064,"fredericton, new brunswick, canada",
168144,"oceanside, california, usa",46.0
168216,"calgary, alberta, canada",47.0
168245,"delisle, saskatchewan, canada",37.0
168387,"frankston, victoria, australia",32.0
168438,"pulaski, virginia, usa",
168642,"seattle, washington, usa",24.0
168816,"santa clara, california, usa",35.0
168954,"manhattan, kansas, usa",29.0
168985,"san pedro, california, usa",
169192,"knoxville, tennessee, usa",35.0
169681,"cottage grove, minnesota, usa",41.0
169682,"minneapolis, minnesota, usa",26.0
169699,"vadnais heights, minnesota, usa",40.0
169735,"nisswa, minnesota, usa",
169779,"st. charles, missouri, usa",36.0
169824,"denver, california, usa",35.0
170073,"aberdeen, scotland, united kingdom",
170077,"muskegon, michigan, usa",58.0
170118,"barcelona, barcelona, catalonia",32.0
170158,"strasbourg, alsace, france",23.0
170184,"melton mowbray, england, united kingdom",51.0
170415,"tacoma, washington, usa",30.0
170513,"butler, pennsylvania, usa",
170595,"maiden, north carolina, usa",34.0
170634,"crystal lake, illinois, usa",
170724,"burbank, california, usa",43.0
170742,"o`fallon, missouri, usa",41.0
170762,"lansing, michigan, usa",60.0
170947,"sheldon, iowa, usa",35.0
171031,"meriden, connecticut, usa",58.0
171118,"toronto, ontario, canada",47.0
171295,"silver spring, maryland, usa",27.0
171359,"suisun city, california, usa",
171445,"berkeley, california, usa",37.0
171602,"bainbridge island, washington, usa",37.0
171638,"trout creek, montana, usa",50.0
171818,"sacramento, california, usa",31.0
171846,"graz, steiermark, austria",
171904,"urduliz, bizkaia, spain",28.0
171968,"irving, texas, usa",23.0
171970,"elmhurst, illinois, usa",
172010,"shreveport, louisiana, usa",21.0
172030,"rainsville, alabama, usa",30.0
172061,"portland, oregon, usa",25.0
172091,"cherry creek, new york, usa",58.0
172512,"louisville, kentucky, usa",25.0
172676,"long beach, california, usa",29.0
172742,"astoria, oregon, usa",44.0
172760,"san antonio, texas, usa",29.0
172888,"valence, rhône alpes, france",57.0
172941,"egmond aan zee, noord-holland, netherlands",38.0
173111,"west columbia, south carolina, usa",36.0
173122,"saint paul, minnesota, usa",28.0
173291,"greensboro, north carolina, usa",29.0
173343,"westminster, maryland, usa",
173415,"chicago, illinois, usa",31.0
173481,"arlington, texas, usa",69.0
173486,"citronelle, alabama, usa",45.0
173632,"graz, steiermark, austria",36.0
173650,"edmonton, alberta, canada",27.0
173679,"regensburg, bavaria, germany",27.0
173684,"chula vista, california, usa",15.0
173835,"manchester, missouri, usa",53.0
173860,"chicago, illinois, usa",48.0
174092,"holybourne, england, united kingdom",34.0
174216,"hamilton, ohio, usa",36.0
174304,"st. louis, missouri, usa",26.0
174326,"winnipeg, manitoba, canada",38.0
174534,"bismarck, north dakota, usa",47.0
174596,"jackson heights, new york, usa",
174700,"toronto, ontario, canada",47.0
174726,"san diego, california, usa",
174791,"long beach, california, usa",38.0
174830,"college station, texas, usa",
174848,"metuchen, new jersey, usa",
174892,"milford, connecticut,",
174914,"perth, western australia, australia",33.0
174916,"sandy, , usa",
174987,"bentonville, arkansas, usa",32.0
175003,"round rock, texas, usa",33.0
175052,"chicago, illinois, usa",57.0
175100,"walled lake, ,",55.0
175399,"birmingham, west midlands, united kingdom",
175485,"tübingen, baden-württemberg, germany",21.0
175636,"san antonio, texas, usa",46.0
175978,"somewhere, new jersey, usa",27.0
176214,"springdale, arkansas, usa",34.0
176348,"louisville, kentucky, usa",33.0
176459,"brossard, quebec, canada",30.0
176486,"alkmaar, n/a, netherlands",35.0
176667,"minot, north dakota, usa",23.0
176838,"helsinki, uusimaa, finland",27.0
176875,"tampere, pirkanmaa, finland",31.0
177040,"cicero, new york, usa",27.0
177072,"moberly, missouri, usa",47.0
177073,"moberly, missouri, usa",
177090,"ashland, missouri, usa",37.0
